Categoría,Subcategoría,Producto,SKU,Precio público,Descripción,Imagen
Pisos,Piso laminado Vintage,Piso Laminado Vintage Heritage Revolution Oak 1.38X1.59,TS4HE10-34029,800.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Heritage Revolution Oak 1.38X1.59. Medida indicada: 1.38X1.59. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Heritage Plantation Oak 1.38X1.59,TS4HE10-34074,800.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Heritage Plantation Oak 1.38X1.59. Medida indicada: 1.38X1.59. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Heritage Independence Oak 1.38X1.59,TS4HE10-34054,800.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Heritage Independence Oak 1.38X1.59. Medida indicada: 1.38X1.59. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Heritage Colonial Oak,TS4HE10-34073,800.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Heritage Colonial Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Geritage Democracy Oak 1.38X1.59,TS4HE10-34135,800.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Geritage Democracy Oak 1.38X1.59. Medida indicada: 1.38X1.59. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Aspen Tahoe,TS4AS8-7658,600.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Aspen Tahoe. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Aspen Oak Fresco,TS4AS8-4381-A,600.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Aspen Oak Fresco. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Aspen Oak Breeze,TS4AS8-4382-A,600.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Aspen Oak Breeze. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado Vintage,Piso Laminado Vintage Aspen Boulder,TS4AS8-7293,600.0,"Pisos laminados con diseños de inspiración clásica y vetas marcadas. Modelo Piso Laminado Vintage Aspen Boulder. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Utrillas 1.21X1.98,TS4TE8-1903-4,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Utrillas 1.21X1.98. Medida indicada: 1.21X1.98. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Ternasco 1.21X1.98,TS4TE8-1903-5,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Ternasco 1.21X1.98. Medida indicada: 1.21X1.98. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Spruce Antique,TS4CL7-3346,650.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Spruce Antique. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Vienna,TS4PS7 4369,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Vienna. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Trend 1.38X1.93,TS4PS7 4424,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Trend 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Thunder 1.38X1.93,TS4PS7 4009,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Thunder 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Soul,TS4DS7-3709,700.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Soul. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Silea 1.38X1.93,TS4CL7-7527-A,650.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Silea 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Natural,TS4PS7 4420,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Natural. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Evoke Crystal,TS4CL7-4423-A,650.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Evoke Crystal. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Oak Epic Apulien 1.38X1.93,TS4DS7-5845-A,700.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Oak Epic Apulien 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Nogal Americano,TS4PS7 7671,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Nogal Americano. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Mountain Beech,TS4PS7-2535,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Mountain Beech. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Mountain Beech Splash 1.38X1.93,TS4SP8-2535,800.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Mountain Beech Splash 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Kilimanjaro 2.20X2.39,TS4MA8-1019,1300.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Kilimanjaro 2.20X2.39. Medida indicada: 2.20X2.39. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Kiefer Storm 1.38X1.93,TS4PS7 4075,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Kiefer Storm 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Kiefer 1.38X19.3,TS4PS7 4075,0.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Kiefer 1.38X19.3. Medida indicada: 1.38X19.3. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Ivory White,TS4PS7-7582,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Ivory White. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Gudar 1.21X1.98,TS4TE8-1903-6,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Gudar 1.21X1.98. Medida indicada: 1.21X1.98. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Golden Oak,TS4PS7-4898,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Golden Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Golden Oak Splash 1.38X1.93,TS4SP8-4898,800.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Golden Oak Splash 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Everest 2.20X2.39,TS4MA8-1017,1300.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Everest 2.20X2.39. Medida indicada: 2.20X2.39. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Elbrus 2.20X2.39,TS4MA8-1015,1300.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Elbrus 2.20X2.39. Medida indicada: 2.20X2.39. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Denali 2.20X2.39,TS4MA8-1012,1300.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Denali 2.20X2.39. Medida indicada: 2.20X2.39. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Calanda 1.21X1.98,TS4TE8-1903-3,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Calanda 1.21X1.98. Medida indicada: 1.21X1.98. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Australian Walnut,TS4PS7-7503,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Australian Walnut. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Australian Walnut Splash 1.38X1.93,TS4SP8-7503,800.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Australian Walnut Splash 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Artic Oak Splash 1.38X1.93,TS4SP8-4011,800.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Artic Oak Splash 1.38X1.93. Medida indicada: 1.38X1.93. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Arcito Oak,TS4PS7-4011,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Arcito Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Alcañiz 1.21X1.98,TS4TE8-1903-2,600.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Alcañiz 1.21X1.98. Medida indicada: 1.21X1.98. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso laminado,Piso Laminado Aconcagua 2.20X2.39,TS4MA8-1010,1300.0,"Pisos laminados en variedad de tonos y texturas, de instalación práctica y mantenimiento sencillo. Modelo Piso Laminado Aconcagua 2.20X2.39. Medida indicada: 2.20X2.39. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Vitare Oak,TMVI12-GONV,0.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Vitare Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Utopia Oak Valhala,TMUT12-OVAB,1100.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Utopia Oak Valhala. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Utopia Oak Shambala,TMUT12-OSHB,1100.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Utopia Oak Shambala. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Utopia Oak Panadu,TMUT12-OPAB,1100.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Utopia Oak Panadu. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Utopia Oak Camelot,TMUT12-OCAB,1100.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Utopia Oak Camelot. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Utopia Oak Avalon,TMUT12-OAVB,1100.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Utopia Oak Avalon. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera True Toro American Walnut Cepillado,TMTT15-AWNB,0.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera True Toro American Walnut Cepillado. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Lotf Mate Quartz,TMLM10-QONO,1700.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Lotf Mate Quartz. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Mate White Oak,TMLM10-WONO,1600.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Mate White Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Mate Teak,TMLO10-TENO,1800.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Mate Teak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Mate Jatoba,TMLM10-JANO,1600.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Mate Jatoba. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Mate Gravel,TMLM10-GONO,1650.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Mate Gravel. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Mate American Walnut,TMLM10-AWNO,1600.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Mate American Walnut. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Life White Oak,TMLO10-WONV,1700.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Life White Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Life Teak,TMLO10-TENV,1800.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Life Teak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Life Jatoba,TMLO10-JANV,1700.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Life Jatoba. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Life Gray Oak,TMLO10-GONV,1700.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Life Gray Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Life Anthracite Oak,TMLO10-AONV,1700.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Life Anthracite Oak. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Pisos,Piso de madera,Piso De Madera Loft Life American Walnut,TMLO10-AWNV,1600.0,"Pisos de madera natural o multicapa que aportan calidez, autenticidad y elegancia. Modelo Piso De Madera Loft Life American Walnut. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Deck,Deck residencial,Piso Deck Residencial Wenge 2.2X14.5,TDCE22.5-R-WENGE,1400.0,"Tablas de deck sintético para terrazas y patios residenciales con apariencia tipo madera. Modelo Piso Deck Residencial Wenge 2.2X14.5. Medida indicada: 2.2X14.5. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Deck,Deck residencial,Piso Deck Residencial Teak 2.2X14.5,TDCE2.55-R-TEAK,0.0,"Tablas de deck sintético para terrazas y patios residenciales con apariencia tipo madera. Modelo Piso Deck Residencial Teak 2.2X14.5. Medida indicada: 2.2X14.5. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Deck,Deck residencial,Piso Deck Residencial Maple 2.2X14.5,TDCE22.5-R-MAPLE,1400.0,"Tablas de deck sintético para terrazas y patios residenciales con apariencia tipo madera. Modelo Piso Deck Residencial Maple 2.2X14.5. Medida indicada: 2.2X14.5. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Deck,Deck residencial,Piso Deck Residencial Ligth Gray 2.2X14.5,TDCE22.5-R-LIGTH GRAY,1400.0,"Tablas de deck sintético para terrazas y patios residenciales con apariencia tipo madera. Modelo Piso Deck Residencial Ligth Gray 2.2X14.5. Medida indicada: 2.2X14.5. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Deck,Deck comercial,Piso Deck Comercial Teak/Ipe 2.2X14.5,TDCE22.5-TEAK/IPE,1600.0,"Deck sintético de mayor desempeño para áreas de tránsito frecuente y proyectos comerciales. Modelo Piso Deck Comercial Teak/Ipe 2.2X14.5. Medida indicada: 2.2X14.5. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/proyecto-walnut.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Tasmania 3X25.4,M-CLAD-P-5402T,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Tasmania 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Cladding Wenge 3X25.4,M-CLAD-P-005W,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Cladding Wenge 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Cladding Teak 3X25.4,M-CLAD-P-003T,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Cladding Teak 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Cladding Redwood 3X25.4,M-CLAD-P-002R,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Cladding Redwood 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Cladding Merbau 3X25.4,M-CLAD-P-5403M,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Cladding Merbau 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Cladding Maple 3X25.4,M-CLAD-P-004M,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Cladding Maple 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Accesorios para muros,Perfiles Wall Cladding,Perfil Plano Wall Cladding Hichory 3X25.4,M-CLAD-P-5401H,20.0,"Perfiles de remate que dan continuidad y un acabado limpio a instalaciones de wall cladding. Modelo Perfil Plano Wall Cladding Hichory 3X25.4. Medida indicada: 3X25.4. Consulta disponibilidad, cobertura por caja y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Tulum 25Mx3.75M,TG-35-TULUM,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Tulum 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Summer 30Mx3.98M,TG-18-SUMMER,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Summer 30Mx3.98M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Maui 25Mx3.75M,TG-30-MAUI,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Maui 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Gulhi 25Mx3.75M,TG-45-GULHI,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Gulhi 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Cancun 25Mx3.75M,TG-25-CANCUN,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Cancun 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Bermuda 25Mx3.75M,TG-20-BERMUDA,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Bermuda 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Bali 25Mx3.75M,TG-40-BALI,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Bali 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Aruba 30Mx3.98M,TG-07-ARUBA,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Aruba 30Mx3.98M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Anakena 25Mx3.75M,TG-50-ANAKENA,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Anakena 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto recreativo,Pasto Sintetico Recreativo Aca 25Mx3.75M,TG-10-ACA,0.0,"Pasto sintético para jardines, patios y áreas de convivencia con apariencia natural. Modelo Pasto Sintetico Recreativo Aca 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Sport 25Mx3.75M,TGS-40-SPORT,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Sport 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Sport-2 25Mx3.75M,TGS-40-SPORT-2,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Sport-2 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Rojo 25Mx3.75M,TGS-40-ROJO,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Rojo 25Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
Pasto sintético,Pasto deportivo,Pasto Sintetico Deportivo Blanco 40Mx3.75M,TGS-40-BLANCO,0.0,"Pasto sintético desarrollado para canchas, entrenamiento y superficies de uso deportivo. Modelo Pasto Sintetico Deportivo Blanco 40Mx3.75M. Consulta disponibilidad, presentación y recomendaciones de instalación.",assets/category-decor.jpg
